id,correct
0,1
1,0
2,1
3,0
4,1
5,1
6,1
7,1
8,0
9,0
10,1
11,0
12,1
13,1
14,1
15,1
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,1
27,0
28,0
29,1
30,1
31,0
32,1
33,0
34,0
35,1
36,1
37,0
38,1
39,0
40,0
41,1
42,0
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,0
51,1
52,0
53,1
54,1
55,0
56,1
57,1
58,0
59,1
60,1
61,0
62,1
63,1
64,1
65,0
66,1
67,0
68,1
69,1
70,1
71,1
72,0
73,0
74,0
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,1
83,1
84,0
85,1
86,0
87,1
88,1
89,0
90,1
91,1
92,1
93,1
94,1
95,0
96,1
97,1
98,0
99,0
100,0
101,0
102,0
103,1
104,0
105,0
106,1
107,1
108,1
109,0
110,1
111,1
112,1
113,1
114,0
115,1
116,1
117,0
118,0
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,1
131,1
132,1
133,1
134,0
135,1
136,0
137,1
138,0
139,1
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,1
148,1
149,0
150,1
151,0
152,0
153,1
154,1
155,1
156,0
157,1
158,1
159,1
160,1
161,1
162,0
163,0
164,1
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,0
180,1
181,1
182,0
183,1
184,0
185,1
186,1
187,1
188,0
189,1
190,1
191,1
192,1
193,1
194,0
195,1
196,0
197,1
198,1
199,0
200,1
201,0
202,1
203,1
204,1
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,0
222,1
223,0
224,0
225,1
226,0
227,1
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,0
236,0
237,0
238,1
239,1
240,1
241,0
242,1
243,1
244,0
245,0
246,1
247,0
248,0
249,0
250,1
251,0
252,0
253,0
254,1
255,1
256,1
257,1
258,1
259,0
260,0
261,0
262,0
263,1
264,1
265,1
266,1
267,1
268,1
269,0
270,0
271,1
272,0
273,0
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,0
282,0
283,1
284,1
285,0
286,1
287,0
288,1
289,1
290,1
291,0
292,0
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,0
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,1
322,0
323,0
324,0
325,1
326,1
327,1
328,1
329,1
330,1
331,0
332,1
333,1
334,0
335,0
336,0
337,0
338,1
339,1
340,0
341,1
342,0
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,1
351,0
352,0
353,0
354,1
355,0
356,1
357,1
358,1
359,1
360,1
361,0
362,1
363,1
364,0
365,1
366,1
367,0
368,1
369,0
370,0
371,1
372,0
373,0
374,0
375,1
376,1
377,1
378,1
379,0
380,0
381,1
382,1
383,0
384,0
385,1
386,1
387,0
388,0
389,1
390,1
391,1
392,0
393,1
394,1
395,1
396,0
397,0
398,0
399,1
400,0
401,0
402,1
403,1
404,1
405,1
406,0
407,1
408,0
409,0
410,1
411,0
412,0
413,1
414,1
415,0
416,0
417,1
418,1
419,1
420,1
421,0
422,0
423,1
424,1
425,1
426,1
427,0
428,0
429,0
430,1
431,0
432,1
433,1
434,1
435,0
436,1
437,1
438,0
439,1
440,0
441,0
442,1
443,1
444,0
445,1
446,1
447,0
448,1
449,0
450,1
451,1
452,0
453,0
454,0
455,1
456,0
457,1
458,1
459,0
460,1
461,1
462,1
463,1
464,1
465,0
466,1
467,1
468,1
469,0
470,0
471,1
472,0
473,1
474,0
475,0
476,0
477,0
478,1
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,1
487,0
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,0
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,0
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,0
515,1
516,0
517,1
518,1
519,1
520,0
521,1
522,1
523,0
524,0
525,0
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,0
535,1
536,0
537,1
538,0
539,1
540,0
541,1
542,1
543,1
544,1
545,0
546,0
547,0
548,1
549,1
550,1
551,0
552,0
553,0
554,1
555,1
556,0
557,0
558,1
559,1
560,1
561,0
562,1
563,1
564,1
565,0
566,1
567,1
568,0
569,1
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,1
578,1
579,0
580,1
581,0
582,0
583,0
584,1
585,0
586,1
587,1
588,0
589,0
590,0
591,1
592,1
593,1
594,1
595,1
596,1
597,0
598,1
599,1
600,0
601,0
602,1
603,1
604,1
605,0
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,0
617,0
618,0
619,0
620,1
621,0
622,1
623,1
624,1
625,0
626,1
627,0
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,1
644,1
645,1
646,0
647,1
648,0
649,0
650,0
651,0
652,1
653,0
654,1
655,1
656,1
657,0
658,0
659,1
660,1
661,0
662,0
663,0
664,0
665,1
666,1
667,0
668,1
669,1
670,0
671,1
672,1
673,1
674,1
675,0
676,1
677,1
678,1
679,1
680,1
681,1
682,0
683,0
684,1
685,1
686,1
687,1
688,1
689,1
690,0
691,1
692,0
693,1
694,1
695,1
696,0
697,1
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,1
706,1
707,0
708,1
709,0
710,0
711,0
712,1
713,0
714,1
715,1
716,0
717,1
718,1
719,1
720,1
721,0
722,1
723,0
724,1
725,0
726,1
727,1
728,1
729,1
730,1
731,0
732,1
733,0
734,1
735,0
736,1
737,1
738,1
739,1
740,1
741,1
742,0
743,1
744,0
745,1
746,1
747,0
748,1
749,1
750,1
751,0
752,1
753,1
754,0
755,0
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,0
766,0
767,0
768,1
769,1
770,1
771,0
772,1
773,1
774,1
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,0
797,1
798,0
799,0
800,1
801,0
802,0
803,1
804,0
805,0
806,1
807,1
808,1
809,1
810,0
811,1
812,1
813,0
814,1
815,1
816,1
817,1
818,0
819,1
820,0
821,1
822,1
823,1
824,1
825,1
826,0
827,1
828,1
829,1
830,0
831,1
832,1
833,0
834,1
835,1
836,0
837,1
838,1
839,0
840,0
841,1
842,0
843,0
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,0
855,0
856,1
857,0
858,1
859,0
860,1
861,1
862,1
863,1
864,0
865,1
866,1
867,0
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,0
878,1
879,1
880,1
881,1
882,0
883,1
884,1
885,1
886,1
887,0
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,1
899,1
900,1
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,1
909,1
910,0
911,1
912,1
913,1
914,1
915,0
916,1
917,1
918,0
919,1
920,1
921,1
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,1
930,1
931,0
932,0
933,1
934,0
935,1
936,1
937,1
938,1
939,0
940,1
941,0
942,0
943,1
944,0
945,1
946,1
947,1
948,1
949,1
950,0
951,1
952,1
953,1
954,1
955,1
956,1
957,0
958,1
959,1
960,0
961,0
962,1
963,1
964,0
965,1
966,0
967,0
968,1
969,0
970,1
971,0
972,0
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,0
985,1
986,0
987,0
988,1
989,0
990,0
991,1
992,1
993,0
994,1
995,1
996,1
997,1
998,0
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,1
1010,1
1011,1
1012,0
1013,0
1014,1
1015,0
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,0
1023,0
1024,1
1025,1
1026,0
1027,0
1028,1
1029,0
1030,0
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0
1043,0
1044,1
1045,1
1046,0
1047,0
1048,1
1049,1
1050,0
1051,1
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,1
1059,1
1060,1
1061,1
1062,0
1063,1
1064,0
1065,0
1066,0
1067,1
1068,0
1069,0
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0
1088,0
1089,0
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,0
1109,1
1110,0
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,0
1119,0
1120,1
1121,0
1122,0
1123,1
1124,0
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,0
1132,0
1133,1
1134,0
1135,0
1136,0
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,0
1152,1
1153,0
1154,0
1155,1
1156,0
1157,0
1158,0
1159,1
1160,0
1161,1
1162,0
1163,1
1164,1
1165,0
1166,0
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,1
1183,0
1184,1
1185,1
1186,0
1187,0
1188,1
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,0
1204,1
1205,0
1206,0
1207,1
1208,0
1209,0
1210,0
1211,1
1212,1
1213,1
1214,0
1215,1
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,1
1226,0
1227,0
1228,1
1229,1
1230,1
